City,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid range Restaurant, Three course",McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Imported Beer (0.33 liter bottle),Cappuccino (regular),Coke/Pepsi (0.33 liter bottle),Water (0.33 liter bottle),Markets,"Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),Water (1.5 liter bottle),Bottle of Wine (Mid Range),Domestic Beer (0.5 liter bottle),Imported Beer (0.33 liter bottle),Cigarettes 20 Pack (Marlboro),Transportation,One way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat",Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","International Primary School, Yearly for 1 Child",Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, ...)",1 Pair of Nike Running Shoes (Mid Range),1 Pair of Men Leather Business Shoes,Rent Per Month,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Salaries And Financing,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed Rate"
Kazan,4.42 €,22.10 €,2.87 €,1.66 €,1.33 €,1.32 €,0.53 €,0.25 €,Edit,0.63 €,0.40 €,0.73 €,0.87 €,6.01 €,2.66 €,5.01 €,1.05 €,0.76 €,0.91 €,1.30 €,0.32 €,0.33 €,0.71 €,0.37 €,5.14 €,0.63 €,1.24 €,1.66 €,Edit,0.33 €,19.89 €,0.77 €,0.14 €,2.65 €,0.49 €,"15,790.07 €","14,962.72 €",Edit,69.51 €,0.02 €,4.38 €,Edit,21.35 €,6.30 €,2.98 €,Edit,173.48 €,"7,955.81 €",Edit,38.67 €,28.47 €,54.27 €,64.67 €,Edit,265.95 €,184.69 €,457.29 €,302.03 €,Edit,"1,339.05 €",894.30 €,Edit,391.53 €,9.08
Calgary,12.59 €,50.76 €,7.45 €,4.74 €,5.08 €,2.89 €,1.43 €,1.21 €,Edit,1.47 €,1.67 €,2.02 €,2.47 €,8.55 €,9.25 €,10.15 €,2.79 €,1.27 €,2.58 €,3.01 €,1.81 €,1.69 €,1.73 €,1.38 €,10.15 €,2.45 €,2.36 €,11.84 €,Edit,2.37 €,73.77 €,2.57 €,1.35 €,21.66 €,0.72 €,"17,994.48 €","16,035.99 €",Edit,139.19 €,0.18 €,55.53 €,Edit,44.61 €,15.19 €,10.15 €,Edit,845.27 €,"10,402.32 €",Edit,39.74 €,36.25 €,62.55 €,84.60 €,Edit,836.85 €,707.68 €,"1,515.21 €","1,153.77 €",Edit,"2,663.74 €","1,964.81 €",Edit,"3,285.01 €",2.50
Yerevan,4.60 €,23.98 €,4.00 €,0.80 €,1.28 €,1.69 €,0.53 €,0.28 €,Edit,0.73 €,0.40 €,1.07 €,1.27 €,3.53 €,3.44 €,5.59 €,0.76 €,1.07 €,1.04 €,0.87 €,0.38 €,0.44 €,0.34 €,0.36 €,4.80 €,0.73 €,1.00 €,1.28 €,Edit,0.16 €,9.59 €,0.96 €,0.16 €,1.92 €,0.65 €,"18,382.44 €","18,407.30 €",Edit,58.42 €,0.03 €,13.29 €,Edit,43.77 €,9.72 €,4.00 €,Edit,117.22 €,"3,691.02 €",Edit,43.79 €,34.58 €,67.36 €,62.91 €,Edit,297.55 €,165.03 €,616.17 €,282.40 €,Edit,"1,412.65 €",754.75 €,Edit,296.75 €,11.16
Jamshedpur,1.96 €,12.35 €,2.81 €,2.02 €,4.49 €,1.04 €,0.33 €,0.12 €,Edit,0.50 €,0.34 €,0.50 €,0.77 €,3.96 €,2.21 €,5.59 €,1.46 €,0.62 €,0.79 €,0.37 €,0.29 €,0.32 €,0.31 €,0.30 €,6.74 €,1.30 €,1.91 €,3.99 €,Edit,0.11 €,5.05 €,0.67 €,0.13 €,1.12 €,0.86 €,"16,280.71 €","19,208.99 €",Edit,37.12 €,0.01 €,9.05 €,Edit,12.35 €,6.74 €,2.81 €,Edit,19.09 €,"2,301.76 €",Edit,36.68 €,17.50 €,51.46 €,32.00 €,Edit,81.00 €,46.52 €,162.01 €,102.66 €,Edit,821.70 €,576.35 €,Edit,218.95 €,9.25
Zurich,22.79 €,100.26 €,13.67 €,6.38 €,6.38 €,4.60 €,4.00 €,3.80 €,Edit,1.47 €,2.34 €,2.46 €,5.42 €,23.35 €,25.62 €,45.28 €,3.42 €,2.43 €,2.98 €,3.90 €,2.09 €,2.03 €,2.11 €,1.02 €,13.67 €,1.62 €,2.12 €,8.02 €,Edit,3.83 €,77.47 €,5.47 €,3.55 €,62.89 €,1.40 €,"26,841.24 €","24,635.61 €",Edit,177.71 €,0.26 €,48.79 €,Edit,77.60 €,31.38 €,17.77 €,Edit,"2,313.90 €","28,251.41 €",Edit,92.21 €,46.81 €,102.29 €,155.60 €,Edit,"1,816.67 €","1,292.85 €","3,352.50 €","2,368.30 €",Edit,"11,968.80 €","8,163.84 €",Edit,"6,183.10 €",1.23
Chelyabinsk,3.87 €,16.57 €,2.49 €,0.76 €,3.04 €,1.18 €,0.58 €,0.34 €,Edit,0.65 €,0.38 €,0.84 €,0.84 €,5.32 €,2.53 €,4.45 €,1.12 €,0.78 €,0.93 €,1.55 €,0.28 €,0.35 €,0.67 €,0.42 €,5.52 €,0.77 €,1.36 €,1.71 €,Edit,0.28 €,12.71 €,0.99 €,0.11 €,2.65 €,0.48 €,"15,800.57 €","16,962.13 €",Edit,74.29 €,0.02 €,5.08 €,Edit,28.33 €,13.38 €,3.31 €,Edit,161.80 €,"2,342.54 €",Edit,34.36 €,28.27 €,49.30 €,58.97 €,Edit,181.90 €,122.82 €,330.26 €,230.82 €,Edit,565.24 €,416.73 €,Edit,335.14 €,10.88
Conakry,1.88 €,20.80 €,7.07 €,4.16 €,5.41 €,3.15 €,1.58 €,2.33 €,Edit,1.66 €,0.42 €,0.50 €,2.25 €,?,4.78 €,6.66 €,2.50 €,1.25 €,0.83 €,0.75 €,1.25 €,1.25 €,1.66 €,0.83 €,9.45 €,1.02 €,2.93 €,1.25 €,Edit,0.75 €,12.48 €,0.42 €,0.08 €,4.16 €,1.63 €,?,?,Edit,45.76 €,0.10 €,83.19 €,Edit,14.74 €,?,7.20 €,Edit,8.32 €,?,Edit,16.64 €,24.96 €,41.60 €,41.60 €,Edit,721.02 €,249.58 €,"1,164.73 €",721.02 €,Edit,415.97 €,332.78 €,Edit,665.56 €,?
Ulsan,5.21 €,33.49 €,5.21 €,3.35 €,5.21 €,3.07 €,1.43 €,0.82 €,Edit,1.71 €,2.85 €,2.23 €,2.51 €,25.31 €,5.46 €,32.75 €,4.47 €,3.72 €,5.21 €,4.09 €,3.85 €,2.36 €,2.05 €,0.97 €,10.42 €,1.81 €,2.36 €,3.35 €,Edit,0.97 €,55.01 €,2.27 €,0.52 €,4.47 €,1.19 €,"21,361.44 €","20,576.58 €",Edit,57.51 €,0.09 €,40.94 €,Edit,69.47 €,3.72 €,8.19 €,Edit,334.94 €,"11,425.02 €",Edit,27.91 €,30.27 €,55.82 €,59.54 €,Edit,390.76 €,272.91 €,558.23 €,409.37 €,Edit,"13,620.71 €","11,536.67 €",Edit,"2,125.39 €",5.00
Toluca,2.67 €,14.38 €,3.39 €,1.03 €,2.67 €,1.54 €,0.51 €,0.36 €,Edit,0.75 €,1.37 €,0.83 €,1.31 €,3.55 €,3.26 €,5.34 €,1.75 €,0.79 €,0.79 €,0.96 €,0.75 €,0.92 €,0.75 €,0.65 €,8.84 €,0.86 €,1.85 €,2.34 €,Edit,0.49 €,10.27 €,1.64 €,0.99 €,6.16 €,0.82 €,"14,384.46 €","12,555.58 €",Edit,35.98 €,0.09 €,22.19 €,Edit,29.94 €,20.55 €,2.88 €,Edit,165.76 €,"2,794.70 €",Edit,35.81 €,29.28 €,55.48 €,53.43 €,Edit,273.99 €,171.24 €,423.83 €,301.39 €,Edit,"1,397.35 €",369.89 €,Edit,412.09 €,15.50
Marrakech,4.09 €,31.27 €,5.58 €,4.16 €,5.58 €,1.73 €,0.75 €,0.55 €,Edit,0.65 €,0.76 €,1.04 €,1.12 €,6.66 €,5.25 €,7.60 €,1.14 €,1.01 €,0.62 €,0.43 €,0.48 €,0.51 €,0.26 €,0.56 €,6.51 €,1.75 €,2.43 €,3.39 €,Edit,0.37 €,12.55 €,0.65 €,0.38 €,5.00 €,0.99 €,"22,311.77 €","23,993.73 €",Edit,55.34 €,0.15 €,32.70 €,Edit,21.52 €,25.57 €,5.58 €,Edit,98.49 €,"1,606.98 €",Edit,27.68 €,30.03 €,66.37 €,75.93 €,Edit,330.31 €,168.50 €,534.55 €,266.50 €,Edit,"1,230.29 €",664.94 €,Edit,390.87 €,5.38
Tbilisi,4.81 €,15.63 €,3.61 €,0.72 €,1.20 €,1.29 €,0.42 €,0.19 €,Edit,0.87 €,0.28 €,0.89 €,1.07 €,3.65 €,2.90 €,5.37 €,0.75 €,0.97 €,0.85 €,0.82 €,0.35 €,0.36 €,0.52 €,0.29 €,3.61 €,0.70 €,1.03 €,1.66 €,Edit,0.12 €,7.77 €,0.72 €,0.24 €,2.40 €,0.59 €,"9,437.58 €","10,842.17 €",Edit,49.45 €,0.06 €,11.33 €,Edit,26.13 €,8.22 €,3.61 €,Edit,96.68 €,"2,372.78 €",Edit,44.18 €,28.49 €,66.93 €,89.88 €,Edit,254.46 €,156.36 €,550.98 €,353.75 €,Edit,999.03 €,589.35 €,Edit,271.39 €,11.22
Lusaka,2.23 €,14.90 €,1.86 €,0.74 €,1.02 €,1.31 €,0.43 €,0.25 €,Edit,0.62 €,0.45 €,1.29 €,0.79 €,8.18 €,2.45 €,2.72 €,2.02 €,0.70 €,1.99 €,0.59 €,0.57 €,0.76 €,0.84 €,0.43 €,5.09 €,0.59 €,0.89 €,2.07 €,Edit,0.56 €,20.49 €,2.05 €,0.74 €,3.58 €,0.67 €,"8,530.55 €","8,605.45 €",Edit,69.26 €,0.06 €,29.18 €,Edit,19.46 €,12.80 €,2.05 €,Edit,107.28 €,"11,728.39 €",Edit,8.85 €,11.27 €,26.07 €,37.62 €,Edit,126.34 €,112.67 €,441.62 €,267.84 €,Edit,"22,348.68 €","17,692.71 €",Edit,511.52 €,23.50
Faridabad,2.81 €,11.23 €,3.37 €,1.68 €,3.37 €,1.42 €,0.41 €,0.21 €,Edit,0.65 €,0.44 €,0.70 €,0.77 €,4.56 €,3.08 €,4.46 €,1.52 €,0.72 €,0.75 €,0.55 €,0.28 €,0.43 €,0.41 €,0.33 €,8.98 €,1.67 €,2.49 €,3.37 €,Edit,0.22 €,10.11 €,0.67 €,0.17 €,1.12 €,0.90 €,"11,228.08 €","19,126.40 €",Edit,51.54 €,0.01 €,9.48 €,Edit,18.59 €,6.26 €,2.81 €,Edit,64.56 €,"1,368.42 €",Edit,34.06 €,34.25 €,49.12 €,36.21 €,Edit,121.40 €,79.40 €,311.18 €,198.90 €,Edit,845.53 €,388.24 €,Edit,390.18 €,8.53
Rostov na donu,6.35 €,24.31 €,2.62 €,1.10 €,4.16 €,1.38 €,0.66 €,0.34 €,Edit,0.72 €,0.32 €,0.57 €,0.84 €,6.82 €,2.79 €,5.01 €,0.82 €,0.74 €,0.88 €,1.07 €,0.36 €,0.31 €,0.50 €,0.37 €,3.87 €,0.67 €,1.18 €,1.66 €,Edit,0.29 €,15.92 €,1.10 €,0.22 €,2.65 €,0.52 €,"15,800.02 €","14,696.15 €",Edit,75.90 €,0.02 €,5.78 €,Edit,22.92 €,9.76 €,3.31 €,Edit,153.12 €,"3,929.29 €",Edit,52.07 €,25.97 €,59.13 €,67.90 €,Edit,232.58 €,163.94 €,419.08 €,280.14 €,Edit,792.82 €,586.33 €,Edit,340.55 €,9.68
Edmonton,13.54 €,54.15 €,7.09 €,4.06 €,5.08 €,3.10 €,1.51 €,1.30 €,Edit,1.52 €,1.85 €,2.66 €,2.48 €,7.28 €,8.52 €,10.51 €,2.60 €,1.25 €,2.82 €,2.57 €,2.57 €,1.95 €,1.68 €,1.71 €,10.83 €,2.40 €,2.54 €,10.15 €,Edit,2.37 €,65.99 €,2.59 €,1.12 €,20.30 €,0.68 €,"16,920.70 €","16,909.58 €",Edit,152.10 €,0.22 €,61.59 €,Edit,37.53 €,11.28 €,10.15 €,Edit,681.21 €,"6,018.35 €",Edit,44.58 €,29.44 €,73.07 €,84.97 €,Edit,777.76 €,661.85 €,"1,164.79 €","1,042.40 €",Edit,"2,409.60 €","1,728.18 €",Edit,"2,765.58 €",2.93
Dnipropetrovsk,6.00 €,20.99 €,3.30 €,0.90 €,1.50 €,0.99 €,0.46 €,0.29 €,Edit,0.80 €,0.40 €,0.79 €,0.88 €,5.75 €,2.92 €,4.08 €,0.72 €,0.82 €,0.97 €,1.12 €,0.41 €,0.33 €,0.73 €,0.35 €,2.70 €,0.63 €,0.95 €,1.65 €,Edit,0.24 €,11.99 €,1.42 €,0.18 €,1.80 €,0.82 €,"17,537.51 €","18,713.72 €",Edit,78.79 €,0.03 €,4.40 €,Edit,13.73 €,11.86 €,3.00 €,Edit,222.84 €,"6,808.25 €",Edit,46.52 €,31.54 €,76.15 €,81.18 €,Edit,269.27 €,176.25 €,458.15 €,272.41 €,Edit,770.26 €,477.83 €,Edit,308.54 €,20.08
Ufa,5.52 €,25.61 €,3.70 €,0.66 €,4.42 €,1.20 €,0.49 €,0.23 €,Edit,0.64 €,0.40 €,0.83 €,0.85 €,5.33 €,2.29 €,4.37 €,1.06 €,0.73 €,1.07 €,1.47 €,0.34 €,0.36 €,0.66 €,0.33 €,4.42 €,0.64 €,1.15 €,1.88 €,Edit,0.31 €,15.47 €,0.88 €,0.11 €,2.65 €,0.49 €,"16,574.60 €","16,337.03 €",Edit,88.03 €,0.02 €,4.66 €,Edit,22.04 €,12.67 €,2.76 €,Edit,162.74 €,"2,127.07 €",Edit,46.51 €,29.57 €,54.68 €,61.11 €,Edit,236.88 €,170.58 €,459.71 €,316.90 €,Edit,"1,022.75 €",750.73 €,Edit,343.29 €,9.42
Sendai,4.95 €,30.43 €,5.40 €,2.28 €,3.80 €,2.93 €,1.03 €,0.80 €,Edit,1.14 €,1.71 €,3.80 €,1.57 €,22.82 €,5.21 €,7.42 €,11.41 €,2.66 €,7.61 €,7.61 €,3.80 €,1.52 €,1.14 €,0.61 €,11.41 €,1.71 €,2.55 €,5.44 €,Edit,2.09 €,152.16 €,5.10 €,1.14 €,32.72 €,1.11 €,"19,134.73 €","11,412.36 €",Edit,116.80 €,0.30 €,36.33 €,Edit,65.94 €,22.06 €,12.93 €,Edit,207.96 €,"6,390.92 €",Edit,38.04 €,24.73 €,60.87 €,88.76 €,Edit,399.43 €,304.33 €,836.91 €,570.62 €,Edit,?,?,Edit,"1,952.78 €",1.40
Guatemala City,4.85 €,26.96 €,4.85 €,1.89 €,2.70 €,1.84 €,0.84 €,0.61 €,Edit,1.35 €,1.87 €,1.16 €,1.58 €,4.21 €,5.17 €,7.87 €,2.54 €,1.08 €,2.12 €,1.15 €,1.10 €,1.23 €,0.59 €,0.73 €,7.55 €,1.22 €,1.75 €,2.70 €,Edit,0.22 €,9.71 €,2.70 €,0.54 €,8.63 €,0.68 €,"16,175.09 €","16,545.77 €",Edit,52.68 €,0.17 €,55.97 €,Edit,42.44 €,26.30 €,4.85 €,Edit,166.87 €,"3,402.58 €",Edit,48.53 €,38.38 €,77.95 €,76.71 €,Edit,492.80 €,301.20 €,794.79 €,455.35 €,Edit,"1,377.42 €",920.45 €,Edit,376.41 €,7.90
Amsterdam,15.00 €,75.00 €,9.00 €,5.00 €,5.00 €,3.34 €,2.72 €,2.20 €,Edit,1.08 €,1.82 €,2.02 €,2.76 €,10.61 €,7.86 €,12.32 €,2.17 €,1.56 €,1.77 €,2.30 €,1.58 €,1.33 €,0.87 €,0.88 €,7.00 €,1.24 €,1.89 €,8.00 €,Edit,3.20 €,97.50 €,5.00 €,2.35 €,43.97 €,1.67 €,"25,505.00 €","28,122.73 €",Edit,163.69 €,0.15 €,46.25 €,Edit,42.48 €,30.60 €,12.00 €,Edit,"1,826.26 €","13,092.94 €",Edit,92.70 €,40.89 €,94.00 €,128.10 €,Edit,"1,581.11 €","1,293.24 €","2,635.00 €","1,989.29 €",Edit,"7,470.88 €","5,118.25 €",Edit,"2,918.09 €",2.08
Brussels,15.00 €,60.00 €,9.00 €,4.00 €,4.00 €,3.11 €,2.34 €,2.04 €,Edit,1.03 €,1.66 €,1.88 €,2.84 €,12.42 €,9.07 €,12.61 €,2.20 €,1.80 €,2.41 €,2.31 €,1.48 €,1.42 €,1.26 €,1.09 €,7.00 €,1.76 €,2.01 €,6.80 €,Edit,2.40 €,50.00 €,4.94 €,1.94 €,30.00 €,1.39 €,"25,000.00 €","22,977.50 €",Edit,132.03 €,0.24 €,44.16 €,Edit,34.17 €,20.50 €,12.00 €,Edit,771.73 €,"21,435.00 €",Edit,76.52 €,34.45 €,79.26 €,115.00 €,Edit,847.78 €,685.00 €,"1,536.36 €","1,274.78 €",Edit,"3,650.31 €","2,816.15 €",Edit,"2,408.84 €",1.56
Antananarivo,1.43 €,13.22 €,4.19 €,0.66 €,1.43 €,1.01 €,0.49 €,0.33 €,Edit,0.70 €,0.54 €,0.53 €,1.32 €,6.72 €,3.97 €,3.25 €,1.16 €,0.41 €,0.77 €,0.58 €,0.44 €,0.63 €,0.17 €,0.49 €,4.41 €,0.77 €,1.76 €,3.31 €,Edit,0.11 €,5.00 €,1.10 €,1.10 €,3.31 €,0.94 €,"22,313.89 €","34,159.54 €",Edit,38.93 €,0.04 €,62.81 €,Edit,47.38 €,3.86 €,4.85 €,Edit,466.48 €,"3,559.20 €",Edit,48.48 €,17.63 €,113.50 €,44.08 €,Edit,319.56 €,79.89 €,734.61 €,315.88 €,Edit,881.54 €,440.77 €,Edit,179.98 €,18.50
Amritsar,1.35 €,10.67 €,3.37 €,1.68 €,4.49 €,1.31 €,0.28 €,0.20 €,Edit,0.49 €,0.36 €,0.80 €,0.71 €,3.18 €,1.80 €,5.61 €,0.98 €,0.56 €,0.49 €,0.45 €,0.34 €,0.31 €,0.49 €,0.28 €,11.23 €,1.80 €,2.90 €,3.37 €,Edit,0.20 €,5.61 €,0.56 €,0.25 €,0.67 €,0.90 €,"8,982.46 €","18,094.85 €",Edit,54.50 €,0.01 €,9.16 €,Edit,16.07 €,5.61 €,2.81 €,Edit,38.60 €,700.63 €,Edit,31.81 €,37.43 €,44.91 €,29.75 €,Edit,78.60 €,60.82 €,224.56 €,165.61 €,Edit,"1,899.61 €",406.61 €,Edit,306.90 €,9.50
Vijayawada,0.99 €,7.86 €,2.81 €,1.07 €,2.81 €,1.51 €,0.37 €,0.18 €,Edit,0.63 €,0.44 €,0.55 €,0.70 €,4.49 €,2.32 €,4.02 €,1.59 €,0.55 €,0.67 €,0.37 €,0.37 €,0.39 €,0.52 €,0.32 €,6.74 €,1.39 €,1.88 €,3.37 €,Edit,0.17 €,6.74 €,1.12 €,0.17 €,2.25 €,0.88 €,"11,228.08 €","17,733.34 €",Edit,28.63 €,0.01 €,6.67 €,Edit,16.33 €,4.17 €,1.96 €,Edit,37.89 €,905.26 €,Edit,33.06 €,21.25 €,39.67 €,28.69 €,Edit,113.22 €,75.36 €,295.30 €,175.34 €,Edit,"1,095.30 €",826.51 €,Edit,237.97 €,9.55
Dublin,15.00 €,66.50 €,9.00 €,5.50 €,6.00 €,3.37 €,1.84 €,1.48 €,Edit,1.06 €,1.44 €,1.43 €,3.16 €,8.83 €,7.77 €,10.11 €,2.25 €,1.84 €,2.26 €,2.83 €,1.46 €,1.16 €,0.92 €,1.46 €,11.00 €,2.49 €,2.81 €,14.00 €,Edit,3.00 €,130.00 €,4.00 €,1.50 €,26.75 €,1.34 €,"25,000.00 €","26,049.14 €",Edit,156.77 €,0.27 €,51.30 €,Edit,39.33 €,15.77 €,12.00 €,Edit,"1,048.91 €","9,139.13 €",Edit,79.80 €,34.44 €,86.26 €,89.64 €,Edit,"1,672.10 €","1,374.46 €","3,021.67 €","2,300.52 €",Edit,"5,505.55 €","3,965.91 €",Edit,"2,754.21 €",3.38
Rajkot,1.68 €,8.42 €,2.25 €,2.81 €,3.93 €,1.23 €,0.27 €,0.16 €,Edit,0.61 €,0.50 €,0.63 €,0.87 €,3.09 €,3.26 €,2.40 €,1.48 €,0.70 €,0.66 €,0.44 €,0.33 €,0.37 €,0.43 €,0.32 €,8.98 €,1.57 €,3.37 €,2.69 €,Edit,0.20 €,5.61 €,1.12 €,0.28 €,0.62 €,0.80 €,"8,982.46 €","17,613.64 €",Edit,38.79 €,0.01 €,6.45 €,Edit,15.88 €,5.45 €,2.81 €,Edit,50.29 €,"1,291.23 €",Edit,30.00 €,25.26 €,32.08 €,23.26 €,Edit,104.26 €,72.98 €,237.39 €,151.58 €,Edit,972.71 €,516.64 €,Edit,308.77 €,10.78
Perm,4.97 €,16.57 €,2.76 €,1.66 €,3.59 €,1.20 €,0.57 €,0.31 €,Edit,0.62 €,0.30 €,0.77 €,0.88 €,5.28 €,2.71 €,5.12 €,1.15 €,0.89 €,1.15 €,1.52 €,0.39 €,0.37 €,0.61 €,0.45 €,3.87 €,0.73 €,1.04 €,1.77 €,Edit,0.29 €,15.47 €,1.10 €,0.20 €,2.65 €,0.52 €,"15,790.07 €","14,697.53 €",Edit,79.27 €,0.02 €,6.80 €,Edit,21.25 €,13.42 €,3.87 €,Edit,144.35 €,"2,276.25 €",Edit,53.33 €,26.32 €,55.78 €,73.68 €,Edit,211.31 €,139.90 €,410.71 €,245.95 €,Edit,805.97 €,532.67 €,Edit,388.51 €,9.48
Odessa,11.00 €,36.61 €,6.34 €,3.33 €,3.54 €,3.17 €,1.39 €,1.20 €,Edit,0.63 €,1.87 €,4.27 €,2.77 €,7.34 €,12.57 €,9.77 €,3.97 €,1.00 €,3.18 €,3.06 €,3.18 €,2.45 €,1.59 €,1.39 €,12.27 €,0.83 €,1.32 €,6.24 €,Edit,1.14 €,30.78 €,2.50 €,1.03 €,12.48 €,0.44 €,"17,886.92 €","19,966.80 €",Edit,98.90 €,0.05 €,51.89 €,Edit,73.84 €,?,8.32 €,Edit,491.41 €,"6,905.18 €",Edit,33.28 €,28.08 €,48.81 €,70.72 €,Edit,"1,048.35 €","1,214.65 €","1,880.21 €","2,063.24 €",Edit,"1,208.93 €","1,477.58 €",Edit,"2,417.65 €",4.47
Peshawar,2.16 €,6.49 €,5.41 €,1.89 €,2.70 €,2.34 €,0.22 €,0.15 €,Edit,0.65 €,0.34 €,0.77 €,0.69 €,3.89 €,1.99 €,2.65 €,0.83 €,0.49 €,0.69 €,0.57 €,0.24 €,0.30 €,0.17 €,0.32 €,1.89 €,1.45 €,3.62 €,1.08 €,Edit,0.27 €,10.82 €,0.54 €,0.22 €,1.08 €,0.60 €,"12,439.36 €","14,710.90 €",Edit,63.82 €,0.01 €,17.67 €,Edit,9.94 €,3.97 €,3.79 €,Edit,24.68 €,611.15 €,Edit,18.47 €,15.62 €,41.01 €,26.26 €,Edit,71.08 €,35.83 €,153.46 €,77.75 €,Edit,"2,903.52 €","1,540.18 €",Edit,137.24 €,12.96
Ulaanbaatar,2.92 €,17.51 €,4.09 €,1.09 €,1.75 €,1.83 €,0.52 €,0.27 €,Edit,0.79 €,0.48 €,0.98 €,1.27 €,6.30 €,4.18 €,3.57 €,1.91 €,1.76 €,1.74 €,1.37 €,0.36 €,0.72 €,0.81 €,0.47 €,7.15 €,0.70 €,1.23 €,1.62 €,Edit,0.15 €,7.00 €,0.29 €,0.29 €,4.09 €,0.57 €,"15,320.95 €","18,239.23 €",Edit,48.37 €,0.02 €,12.62 €,Edit,43.45 €,11.92 €,2.92 €,Edit,111.01 €,"5,341.48 €",Edit,37.31 €,24.44 €,55.45 €,72.12 €,Edit,344.03 €,199.16 €,590.79 €,311.54 €,Edit,895.77 €,533.97 €,Edit,319.27 €,10.57
Srinagar,1.96 €,11.23 €,5.05 €,1.12 €,4.49 €,1.40 €,0.38 €,0.18 €,Edit,0.50 €,0.42 €,0.41 €,0.77 €,2.65 €,2.28 €,3.48 €,0.79 €,0.84 €,0.92 €,0.42 €,0.30 €,0.36 €,0.32 €,0.30 €,4.21 €,1.03 €,1.96 €,3.54 €,Edit,0.20 €,5.05 €,0.61 €,0.28 €,1.12 €,0.96 €,"9,543.87 €","16,619.42 €",Edit,26.10 €,0.01 €,10.11 €,Edit,11.23 €,3.37 €,3.37 €,Edit,26.67 €,954.39 €,Edit,28.07 €,23.02 €,33.68 €,32.28 €,Edit,151.58 €,111.16 €,267.23 €,150.64 €,Edit,"5,539.95 €","1,066.67 €",Edit,374.27 €,9.83
Ghaziabad,3.09 €,11.23 €,3.37 €,1.24 €,3.37 €,1.59 €,0.38 €,0.14 €,Edit,0.59 €,0.39 €,0.86 €,0.92 €,3.79 €,3.54 €,5.52 €,1.51 €,0.71 €,0.69 €,0.46 €,0.31 €,0.48 €,0.51 €,0.31 €,8.42 €,1.48 €,2.52 €,3.93 €,Edit,0.34 €,8.42 €,0.56 €,0.13 €,1.12 €,0.86 €,"8,982.46 €","18,446.13 €",Edit,50.77 €,0.01 €,10.32 €,Edit,18.04 €,9.05 €,2.81 €,Edit,66.30 €,"2,596.49 €",Edit,29.63 €,39.30 €,47.02 €,29.47 €,Edit,133.13 €,81.80 €,256.64 €,181.25 €,Edit,672.52 €,497.27 €,Edit,421.05 €,8.74
San Luis Potosi,6.16 €,20.55 €,4.93 €,1.13 €,2.47 €,1.77 €,0.75 €,0.67 €,Edit,0.66 €,1.35 €,1.10 €,1.37 €,5.65 €,4.01 €,7.81 €,1.58 €,0.92 €,0.82 €,0.96 €,1.21 €,1.30 €,0.57 €,0.68 €,9.25 €,1.04 €,1.73 €,2.05 €,Edit,0.40 €,?,0.60 €,0.62 €,8.22 €,0.80 €,"14,384.46 €","13,100.13 €",Edit,35.77 €,0.06 €,23.02 €,Edit,31.65 €,3.08 €,3.19 €,Edit,95.90 €,"2,835.79 €",Edit,36.99 €,26.71 €,52.40 €,47.26 €,Edit,282.55 €,260.29 €,753.47 €,493.18 €,Edit,719.22 €,"1,061.71 €",Edit,481.37 €,10.83
